L,x,uz
0.6111111111111112,0.5740740740740741,1.4758316614674782e-07
0.6111111111111112,0.5802469135802469,1.4917008191186017e-07
0.6111111111111112,0.5864197530864198,1.5075699767682344e-07
0.6111111111111112,0.5925925925925927,1.5234391344171895e-07
0.6111111111111112,0.5987654320987655,1.5393082920678726e-07
0.6111111111111112,0.6049382716049383,1.5551774497174037e-07
0.6111111111111112,0.6111111111111112,1.5710466073701196e-07
0.7222222222222222,0.0,-1.801825595431717e-21
0.7222222222222222,0.007295173961840628,2.486501947884532e-09
0.7222222222222222,0.014590347923681257,4.973003895769911e-09
0.7222222222222222,0.021885521885521883,7.459505843656561e-09
0.7222222222222222,0.029180695847362513,9.94600779154194e-09
0.7222222222222222,0.03647586980920314,1.2432509739425625e-08
0.7222222222222222,0.043771043771043766,1.491901168731058e-08
0.7222222222222222,0.051066217732884396,1.7405513635195113e-08
0.7222222222222222,0.058361391694725026,1.989201558308134e-08
0.7222222222222222,0.06565656565656565,2.237851753096672e-08
0.7222222222222222,0.07295173961840629,2.4865019478850404e-08
0.7222222222222222,0.08024691358024691,2.735152142673409e-08
0.7222222222222222,0.08754208754208753,2.9838023374620315e-08
0.7222222222222222,0.09483726150392817,3.232452532249638e-08
0.7222222222222222,0.10213243546576879,3.4811027270385144e-08
0.7222222222222222,0.10942760942760943,3.729752921826629e-08
0.7222222222222222,0.11672278338945005,3.978403116615082e-08
0.7222222222222222,0.12401795735129068,4.2270533114031965e-08
0.7222222222222222,0.1313131313131313,4.475703506192327e-08
0.7222222222222222,0.13860830527497195,4.724353700980272e-08
0.7222222222222222,0.14590347923681257,4.9730038957678785e-08
0.7222222222222222,0.1531986531986532,5.221654090557179e-08
0.7222222222222222,0.16049382716049382,5.470304285344446e-08
0.7222222222222222,0.16778900112233444,5.718954480133577e-08
0.7222222222222222,0.17508417508417506,5.96760467492203e-08
0.7222222222222222,0.18237934904601572,6.216254869707773e-08
0.7222222222222222,0.18967452300785634,6.464905064495887e-08
0.7222222222222222,0.19696969696969696,6.713555259284679e-08
0.7222222222222222,0.20426487093153758,6.962205454073133e-08
0.7222222222222222,0.2115600448933782,7.210855648862602e-08
0.7222222222222222,0.21885521885521886,7.459505843650547e-08
0.7222222222222222,0.22615039281705948,7.708156038437645e-08
0.7222222222222222,0.2334455667789001,7.956806233224743e-08
0.7222222222222222,0.24074074074074073,8.205456428014043e-08
0.7222222222222222,0.24803591470258135,8.454106622798939e-08
0.7222222222222222,0.255331088664422,8.702756817589933e-08
0.7222222222222222,0.2626262626262626,8.951407012375845e-08
0.7222222222222222,0.26992143658810325,9.200057207166162e-08
0.7222222222222222,0.2772166105499439,9.448707401952752e-08
0.7222222222222222,0.2845117845117845,9.697357596743407e-08
0.7222222222222222,0.29180695847362514,9.946007791526948e-08
0.7222222222222222,0.29910213243546574,1.0194657986314554e-07
0.7222222222222222,0.3063973063973064,1.0443308181103515e-07
0.7222222222222222,0.31369248035914704,1.0691958375890105e-07
0.7222222222222222,0.32098765432098764,1.0940608570677711e-07
0.7222222222222222,0.3282828282828283,1.118925876546735e-07
0.7222222222222222,0.3355780022446689,1.143790896024818e-07
0.7222222222222222,0.34287317620650953,1.1686559155044934e-07
0.7222222222222222,0.35016835016835013,1.1935209349829491e-07
0.7222222222222222,0.3574635241301908,1.2183859544612693e-07
0.7222222222222222,0.36475869809203143,1.2432509739404026e-07
0.7222222222222222,0.372053872053872,1.2681159934197392e-07
0.7222222222222222,0.3793490460157127,1.2929810128982627e-07
0.7222222222222222,0.38664421997755327,1.31784603237682e-07
0.7222222222222222,0.3939393939393939,1.342711051855784e-07
0.7222222222222222,0.4012345679012346,1.3675760713345784e-07
0.7222222222222222,0.40852974186307517,1.3924410908131696e-07
0.7222222222222222,0.4158249158249158,1.4173061102922013e-07
0.7222222222222222,0.4231200897867564,1.4421711297708264e-07
0.7222222222222222,0.43041526374859707,1.4670361492493837e-07
0.7222222222222222,0.4377104377104377,1.4919011687280766e-07
0.7222222222222222,0.4450056116722783,1.5167661882066678e-07
0.7222222222222222,0.45230078563411896,1.54163120768614e-07
0.7222222222222222,0.45959595959595956,1.566496227163884e-07
0.7222222222222222,0.4668911335578002,1.59136124664339e-07
0.7222222222222222,0.47418630751964086,1.6162262661216086e-07
0.7222222222222222,0.48148148148148145,1.6410912856003015e-07
0.7222222222222222,0.4887766554433221,1.6659563050789265e-07
0.7222222222222222,0.4960718294051627,1.6908213245566707e-07
0.7222222222222222,0.5033670033670034,1.715686344037261e-07
0.7222222222222222,0.510662177328844,1.740551363514463e-07
0.7222222222222222,0.5179573512906847,1.765416382993088e-07
0.7222222222222222,0.5252525252525252,1.790281402473746e-07
0.7222222222222222,0.5325476992143658,1.8151464219521e-07
0.7222222222222222,0.5398428731762065,1.840011441430183e-07
0.7222222222222222,0.5471380471380471,1.8648764609084694e-07
